1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4041, nether, byg:glowstone_gardens, MONSTER, doom:spectre, 15, 2, 4
4042, nether, byg:glowstone_gardens, MONSTER, minecraft:pig, 25, 1, 3
4043, nether, byg:glowstone_gardens, MONSTER, minecraft:pig, 25, 1, 3
4044, nether, byg:glowstone_gardens, MONSTER, doom:cacodemon, 4, 1, 2
4045, nether, byg:glowstone_gardens, MONSTER, doom:archvile, 4, 1, 2
4046, nether, byg:glowstone_gardens, MONSTER, doom:baron, 4, 1, 1
4047, nether, byg:glowstone_gardens, MONSTER, doom:mancubus, 3, 1, 1
4048, nether, byg:glowstone_gardens, MONSTER, doom:revenant, 4, 1, 3
4049, nether, byg:glowstone_gardens, MONSTER, doom:revenant2016, 4, 1, 3
4050, nether, byg:glowstone_gardens, MONSTER, doom:spidermastermind, 3, 1, 1
4051, nether, byg:glowstone_gardens, MONSTER, doom:zombieman, 12, 1, 4
4052, nether, byg:glowstone_gardens, MONSTER, doom:arachnotron, 15, 1, 4
4053, nether, byg:glowstone_gardens, MONSTER, doom:arachnotroneternal, 15, 1, 4
4054, nether, byg:glowstone_gardens, MONSTER, doom:gargoyle, 12, 1, 3
4055, nether, byg:glowstone_gardens, MONSTER, doom:chaingunner, 15, 1, 4
4056, nether, byg:glowstone_gardens, MONSTER, doom:shotgunguy, 15, 1, 4
4057, nether, byg:glowstone_gardens, MONSTER, doom:marauder, 3, 1, 1
4058, nether, byg:glowstone_gardens, MONSTER, doom:painelemental, 4, 1, 2
4059, nether, byg:glowstone_gardens, MONSTER, doom:hellknight, 4, 1, 2
4060, nether, byg:glowstone_gardens, MONSTER, doom:hellknight2016, 4, 1, 2
4061, nether, byg:glowstone_gardens, MONSTER, doom:dreadknight, 4, 1, 2
4062, nether, byg:glowstone_gardens, MONSTER, doom:cyberdemon, 3, 1, 1
4063, nether, byg:glowstone_gardens, MONSTER, doom:unwilling, 15, 1, 4
4064, nether, byg:glowstone_gardens, MONSTER, doom:possessed_scientist, 15, 1, 4
4065, nether, byg:glowstone_gardens, MONSTER, doom:possessed_soldier, 15, 1, 4
4066, nether, byg:glowstone_gardens, MONSTER, doom:mechazombie, 13, 1, 3
4067, nether, byg:glowstone_gardens, MONSTER, doom:cueball, 15, 1, 2
4068, nether, byg:glowstone_gardens, MONSTER, doom:prowler, 15, 1, 2
4069, nether, byg:glowstone_gardens, MONSTER, doom:gore_nest, 4, 1, 1
4070, nether, byg:glowstone_gardens, MONSTER, doom:possessed_worker, 15, 1, 4
4071, nether, byg:glowstone_gardens, MONSTER, doom:doom_hunter, 4, 1, 1
4072, nether, byg:glowstone_gardens, MONSTER, doom:tentacle, 4, 1, 1
4073, nether, byg:glowstone_gardens, MONSTER, doom:summoner, 4, 1, 2
4074, nether, byg:glowstone_gardens, MONSTER, doom:whiplash, 4, 1, 1
4075, nether, byg:glowstone_gardens, MONSTER, doom:baron2016, 4, 1, 1
4076, nether, byg:glowstone_gardens, MONSTER, doom:firebronebaron, 4, 1, 1
4077, nether, byg:glowstone_gardens, MONSTER, doom:armoredbaron, 3, 1, 1
4078, nether, byg:glowstone_gardens, MONSTER, doom:spidermastermind2016, 3, 1, 1
4079, nether, byg:glowstone_gardens, MONSTER, doom:turret, 15, 1, 4
4080, nether, byg:glowstone_gardens, MONSTER, quark:stoneling, 80, 1, 1
4081, nether, byg:glowstone_gardens, MONSTER, quark:toretoise, 80, 2, 4
4082, nether, byg:glowstone_gardens, CREATURE, minecraft:strider, 60, 1, 2
4083, nether, byg:magma_wastes, MONSTER, minecraft:ghast, 50, 4, 4
4084, nether, byg:magma_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
4085, nether, byg:magma_wastes, MONSTER, minecraft:magma_cube, 80, 2, 5
4086, nether, byg:magma_wastes, MONSTER, minecraft:enderman, 5, 4, 4
4087, nether, byg:magma_wastes, MONSTER, minecraft:piglin, 15, 4, 4
4088, nether, byg:magma_wastes, MONSTER, doom:imp, 15, 1, 4
4089, nether, byg:magma_wastes, MONSTER, doom:stone_imp, 15, 1, 2
4090, nether, byg:magma_wastes, MONSTER, doom:pinky, 7, 2, 3
4091, nether, byg:magma_wastes, MONSTER, doom:spectre, 15, 2, 4
4092, nether, byg:magma_wastes, MONSTER, minecraft:pig, 25, 1, 3
4093, nether, byg:magma_wastes, MONSTER, minecraft:pig, 25, 1, 3
4094, nether, byg:magma_wastes, MONSTER, doom:cacodemon, 4, 1, 2
4095, nether, byg:magma_wastes, MONSTER, doom:archvile, 4, 1, 2
4096, nether, byg:magma_wastes, MONSTER, doom:baron, 4, 1, 1
4097, nether, byg:magma_wastes, MONSTER, doom:mancubus, 3, 1, 1
4098, nether, byg:magma_wastes, MONSTER, doom:revenant, 4, 1, 3
4099, nether, byg:magma_wastes, MONSTER, doom:revenant2016, 4, 1, 3
4100, nether, byg:magma_wastes, MONSTER, doom:spidermastermind, 3, 1, 1
4101, nether, byg:magma_wastes, MONSTER, doom:zombieman, 12, 1, 4
4102, nether, byg:magma_wastes, MONSTER, doom:arachnotron, 15, 1, 4
4103, nether, byg:magma_wastes, MONSTER, doom:arachnotroneternal, 15, 1, 4
4104, nether, byg:magma_wastes, MONSTER, doom:gargoyle, 12, 1, 3
4105, nether, byg:magma_wastes, MONSTER, doom:chaingunner, 15, 1, 4
4106, nether, byg:magma_wastes, MONSTER, doom:shotgunguy, 15, 1, 4
4107, nether, byg:magma_wastes, MONSTER, doom:marauder, 3, 1, 1
4108, nether, byg:magma_wastes, MONSTER, doom:painelemental, 4, 1, 2
4109, nether, byg:magma_wastes, MONSTER, doom:hellknight, 4, 1, 2
4110, nether, byg:magma_wastes, MONSTER, doom:hellknight2016, 4, 1, 2
4111, nether, byg:magma_wastes, MONSTER, doom:dreadknight, 4, 1, 2
4112, nether, byg:magma_wastes, MONSTER, doom:cyberdemon, 3, 1, 1
4113, nether, byg:magma_wastes, MONSTER, doom:unwilling, 15, 1, 4
4114, nether, byg:magma_wastes, MONSTER, doom:possessed_scientist, 15, 1, 4
4115, nether, byg:magma_wastes, MONSTER, doom:possessed_soldier, 15, 1, 4
4116, nether, byg:magma_wastes, MONSTER, doom:mechazombie, 13, 1, 3
4117, nether, byg:magma_wastes, MONSTER, doom:cueball, 15, 1, 2
4118, nether, byg:magma_wastes, MONSTER, doom:prowler, 15, 1, 2
4119, nether, byg:magma_wastes, MONSTER, doom:gore_nest, 4, 1, 1
4120, nether, byg:magma_wastes, MONSTER, doom:possessed_worker, 15, 1, 4
4121, nether, byg:magma_wastes, MONSTER, doom:doom_hunter, 4, 1, 1
4122, nether, byg:magma_wastes, MONSTER, doom:tentacle, 4, 1, 1
4123, nether, byg:magma_wastes, MONSTER, doom:summoner, 4, 1, 2
4124, nether, byg:magma_wastes, MONSTER, doom:whiplash, 4, 1, 1
4125, nether, byg:magma_wastes, MONSTER, doom:baron2016, 4, 1, 1
4126, nether, byg:magma_wastes, MONSTER, doom:firebronebaron, 4, 1, 1
4127, nether, byg:magma_wastes, MONSTER, doom:armoredbaron, 3, 1, 1
4128, nether, byg:magma_wastes, MONSTER, doom:spidermastermind2016, 3, 1, 1
4129, nether, byg:magma_wastes, MONSTER, doom:turret, 15, 1, 4
4130, nether, byg:magma_wastes, MONSTER, doom:imp, 15, 1, 4
4131, nether, byg:magma_wastes, MONSTER, doom:stone_imp, 15, 1, 2
4132, nether, byg:magma_wastes, MONSTER, doom:pinky, 7, 2, 3
4133, nether, byg:magma_wastes, MONSTER, doom:spectre, 15, 2, 4
4134, nether, byg:magma_wastes, MONSTER, minecraft:pig, 25, 1, 3
4135, nether, byg:magma_wastes, MONSTER, minecraft:pig, 25, 1, 3
4136, nether, byg:magma_wastes, MONSTER, doom:cacodemon, 4, 1, 2
4137, nether, byg:magma_wastes, MONSTER, doom:archvile, 4, 1, 2
4138, nether, byg:magma_wastes, MONSTER, doom:baron, 4, 1, 1
4139, nether, byg:magma_wastes, MONSTER, doom:mancubus, 3, 1, 1
4140, nether, byg:magma_wastes, MONSTER, doom:revenant, 4, 1, 3
4141, nether, byg:magma_wastes, MONSTER, doom:revenant2016, 4, 1, 3
4142, nether, byg:magma_wastes, MONSTER, doom:spidermastermind, 3, 1, 1
4143, nether, byg:magma_wastes, MONSTER, doom:zombieman, 12, 1, 4
4144, nether, byg:magma_wastes, MONSTER, doom:arachnotron, 15, 1, 4
4145, nether, byg:magma_wastes, MONSTER, doom:arachnotroneternal, 15, 1, 4
4146, nether, byg:magma_wastes, MONSTER, doom:gargoyle, 12, 1, 3
4147, nether, byg:magma_wastes, MONSTER, doom:chaingunner, 15, 1, 4
4148, nether, byg:magma_wastes, MONSTER, doom:shotgunguy, 15, 1, 4
4149, nether, byg:magma_wastes, MONSTER, doom:marauder, 3, 1, 1
4150, nether, byg:magma_wastes, MONSTER, doom:painelemental, 4, 1, 2
4151, nether, byg:magma_wastes, MONSTER, doom:hellknight, 4, 1, 2
4152, nether, byg:magma_wastes, MONSTER, doom:hellknight2016, 4, 1, 2
4153, nether, byg:magma_wastes, MONSTER, doom:dreadknight, 4, 1, 2
4154, nether, byg:magma_wastes, MONSTER, doom:cyberdemon, 3, 1, 1
4155, nether, byg:magma_wastes, MONSTER, doom:unwilling, 15, 1, 4
4156, nether, byg:magma_wastes, MONSTER, doom:possessed_scientist, 15, 1, 4
4157, nether, byg:magma_wastes, MONSTER, doom:possessed_soldier, 15, 1, 4
4158, nether, byg:magma_wastes, MONSTER, doom:mechazombie, 13, 1, 3
4159, nether, byg:magma_wastes, MONSTER, doom:cueball, 15, 1, 2
4160, nether, byg:magma_wastes, MONSTER, doom:prowler, 15, 1, 2
4161, nether, byg:magma_wastes, MONSTER, doom:gore_nest, 4, 1, 1
4162, nether, byg:magma_wastes, MONSTER, doom:possessed_worker, 15, 1, 4
4163, nether, byg:magma_wastes, MONSTER, doom:doom_hunter, 4, 1, 1
4164, nether, byg:magma_wastes, MONSTER, doom:tentacle, 4, 1, 1
4165, nether, byg:magma_wastes, MONSTER, doom:summoner, 4, 1, 2
4166, nether, byg:magma_wastes, MONSTER, doom:whiplash, 4, 1, 1
4167, nether, byg:magma_wastes, MONSTER, doom:baron2016, 4, 1, 1
4168, nether, byg:magma_wastes, MONSTER, doom:firebronebaron, 4, 1, 1
4169, nether, byg:magma_wastes, MONSTER, doom:armoredbaron, 3, 1, 1
4170, nether, byg:magma_wastes, MONSTER, doom:spidermastermind2016, 3, 1, 1
4171, nether, byg:magma_wastes, MONSTER, doom:turret, 15, 1, 4
4172, nether, byg:magma_wastes, MONSTER, quark:stoneling, 80, 1, 1
4173, nether, byg:magma_wastes, MONSTER, quark:toretoise, 80, 2, 4
4174, nether, byg:magma_wastes, CREATURE, minecraft:strider, 60, 1, 2
4175, nether, byg:subzero_hypogeal, MONSTER, minecraft:ghast, 50, 4, 4
4176, nether, byg:subzero_hypogeal, MONSTER, minecraft:zombified_piglin, 80, 4, 4
4177, nether, byg:subzero_hypogeal, MONSTER, minecraft:magma_cube, 3, 4, 4
4178, nether, byg:subzero_hypogeal, MONSTER, minecraft:enderman, 5, 4, 4
4179, nether, byg:subzero_hypogeal, MONSTER, minecraft:piglin, 15, 4, 4
4180, nether, byg:subzero_hypogeal, MONSTER, doom:imp, 15, 1, 4
4181, nether, byg:subzero_hypogeal, MONSTER, doom:stone_imp, 15, 1, 2
4182, nether, byg:subzero_hypogeal, MONSTER, doom:pinky, 7, 2, 3
4183, nether, byg:subzero_hypogeal, MONSTER, doom:spectre, 15, 2, 4
4184, nether, byg:subzero_hypogeal, MONSTER, minecraft:pig, 25, 1, 3
4185, nether, byg:subzero_hypogeal, MONSTER, minecraft:pig, 25, 1, 3
4186, nether, byg:subzero_hypogeal, MONSTER, doom:cacodemon, 4, 1, 2
4187, nether, byg:subzero_hypogeal, MONSTER, doom:archvile, 4, 1, 2
4188, nether, byg:subzero_hypogeal, MONSTER, doom:baron, 4, 1, 1
4189, nether, byg:subzero_hypogeal, MONSTER, doom:mancubus, 3, 1, 1
4190, nether, byg:subzero_hypogeal, MONSTER, doom:revenant, 4, 1, 3
4191, nether, byg:subzero_hypogeal, MONSTER, doom:revenant2016, 4, 1, 3
4192, nether, byg:subzero_hypogeal, MONSTER, doom:spidermastermind, 3, 1, 1
4193, nether, byg:subzero_hypogeal, MONSTER, doom:zombieman, 12, 1, 4
4194, nether, byg:subzero_hypogeal, MONSTER, doom:arachnotron, 15, 1, 4
4195, nether, byg:subzero_hypogeal, MONSTER, doom:arachnotroneternal, 15, 1, 4
4196, nether, byg:subzero_hypogeal, MONSTER, doom:gargoyle, 12, 1, 3
4197, nether, byg:subzero_hypogeal, MONSTER, doom:chaingunner, 15, 1, 4
4198, nether, byg:subzero_hypogeal, MONSTER, doom:shotgunguy, 15, 1, 4
4199, nether, byg:subzero_hypogeal, MONSTER, doom:marauder, 3, 1, 1
4200, nether, byg:subzero_hypogeal, MONSTER, doom:painelemental, 4, 1, 2
4201, nether, byg:subzero_hypogeal, MONSTER, doom:hellknight, 4, 1, 2
4202, nether, byg:subzero_hypogeal, MONSTER, doom:hellknight2016, 4, 1, 2
4203, nether, byg:subzero_hypogeal, MONSTER, doom:dreadknight, 4, 1, 2
4204, nether, byg:subzero_hypogeal, MONSTER, doom:cyberdemon, 3, 1, 1
4205, nether, byg:subzero_hypogeal, MONSTER, doom:unwilling, 15, 1, 4
4206, nether, byg:subzero_hypogeal, MONSTER, doom:possessed_scientist, 15, 1, 4
4207, nether, byg:subzero_hypogeal, MONSTER, doom:possessed_soldier, 15, 1, 4
4208, nether, byg:subzero_hypogeal, MONSTER, doom:mechazombie, 13, 1, 3
4209, nether, byg:subzero_hypogeal, MONSTER, doom:cueball, 15, 1, 2
4210, nether, byg:subzero_hypogeal, MONSTER, doom:prowler, 15, 1, 2
4211, nether, byg:subzero_hypogeal, MONSTER, doom:gore_nest, 4, 1, 1
4212, nether, byg:subzero_hypogeal, MONSTER, doom:possessed_worker, 15, 1, 4
4213, nether, byg:subzero_hypogeal, MONSTER, doom:doom_hunter, 4, 1, 1
4214, nether, byg:subzero_hypogeal, MONSTER, doom:tentacle, 4, 1, 1
4215, nether, byg:subzero_hypogeal, MONSTER, doom:summoner, 4, 1, 2
4216, nether, byg:subzero_hypogeal, MONSTER, doom:whiplash, 4, 1, 1
4217, nether, byg:subzero_hypogeal, MONSTER, doom:baron2016, 4, 1, 1
4218, nether, byg:subzero_hypogeal, MONSTER, doom:firebronebaron, 4, 1, 1
4219, nether, byg:subzero_hypogeal, MONSTER, doom:armoredbaron, 3, 1, 1
4220, nether, byg:subzero_hypogeal, MONSTER, doom:spidermastermind2016, 3, 1, 1
4221, nether, byg:subzero_hypogeal, MONSTER, doom:turret, 15, 1, 4
4222, nether, byg:subzero_hypogeal, MONSTER, doom:imp, 15, 1, 4
4223, nether, byg:subzero_hypogeal, MONSTER, doom:stone_imp, 15, 1, 2
4224, nether, byg:subzero_hypogeal, MONSTER, doom:pinky, 7, 2, 3
4225, nether, byg:subzero_hypogeal, MONSTER, doom:spectre, 15, 2, 4
4226, nether, byg:subzero_hypogeal, MONSTER, minecraft:pig, 25, 1, 3
4227, nether, byg:subzero_hypogeal, MONSTER, minecraft:pig, 25, 1, 3
4228, nether, byg:subzero_hypogeal, MONSTER, doom:cacodemon, 4, 1, 2
4229, nether, byg:subzero_hypogeal, MONSTER, doom:archvile, 4, 1, 2
4230, nether, byg:subzero_hypogeal, MONSTER, doom:baron, 4, 1, 1
4231, nether, byg:subzero_hypogeal, MONSTER, doom:mancubus, 3, 1, 1
4232, nether, byg:subzero_hypogeal, MONSTER, doom:revenant, 4, 1, 3
4233, nether, byg:subzero_hypogeal, MONSTER, doom:revenant2016, 4, 1, 3
4234, nether, byg:subzero_hypogeal, MONSTER, doom:spidermastermind, 3, 1, 1
4235, nether, byg:subzero_hypogeal, MONSTER, doom:zombieman, 12, 1, 4
4236, nether, byg:subzero_hypogeal, MONSTER, doom:arachnotron, 15, 1, 4
4237, nether, byg:subzero_hypogeal, MONSTER, doom:arachnotroneternal, 15, 1, 4
4238, nether, byg:subzero_hypogeal, MONSTER, doom:gargoyle, 12, 1, 3
4239, nether, byg:subzero_hypogeal, MONSTER, doom:chaingunner, 15, 1, 4
4240, nether, byg:subzero_hypogeal, MONSTER, doom:shotgunguy, 15, 1, 4
4241, nether, byg:subzero_hypogeal, MONSTER, doom:marauder, 3, 1, 1
4242, nether, byg:subzero_hypogeal, MONSTER, doom:painelemental, 4, 1, 2
4243, nether, byg:subzero_hypogeal, MONSTER, doom:hellknight, 4, 1, 2
4244, nether, byg:subzero_hypogeal, MONSTER, doom:hellknight2016, 4, 1, 2
4245, nether, byg:subzero_hypogeal, MONSTER, doom:dreadknight, 4, 1, 2
4246, nether, byg:subzero_hypogeal, MONSTER, doom:cyberdemon, 3, 1, 1
4247, nether, byg:subzero_hypogeal, MONSTER, doom:unwilling, 15, 1, 4
4248, nether, byg:subzero_hypogeal, MONSTER, doom:possessed_scientist, 15, 1, 4
4249, nether, byg:subzero_hypogeal, MONSTER, doom:possessed_soldier, 15, 1, 4
4250, nether, byg:subzero_hypogeal, MONSTER, doom:mechazombie, 13, 1, 3
4251, nether, byg:subzero_hypogeal, MONSTER, doom:cueball, 15, 1, 2
4252, nether, byg:subzero_hypogeal, MONSTER, doom:prowler, 15, 1, 2
4253, nether, byg:subzero_hypogeal, MONSTER, doom:gore_nest, 4, 1, 1
4254, nether, byg:subzero_hypogeal, MONSTER, doom:possessed_worker, 15, 1, 4
4255, nether, byg:subzero_hypogeal, MONSTER, doom:doom_hunter, 4, 1, 1
4256, nether, byg:subzero_hypogeal, MONSTER, doom:tentacle, 4, 1, 1
4257, nether, byg:subzero_hypogeal, MONSTER, doom:summoner, 4, 1, 2
4258, nether, byg:subzero_hypogeal, MONSTER, doom:whiplash, 4, 1, 1
4259, nether, byg:subzero_hypogeal, MONSTER, doom:baron2016, 4, 1, 1
4260, nether, byg:subzero_hypogeal, MONSTER, doom:firebronebaron, 4, 1, 1
4261, nether, byg:subzero_hypogeal, MONSTER, doom:armoredbaron, 3, 1, 1
4262, nether, byg:subzero_hypogeal, MONSTER, doom:spidermastermind2016, 3, 1, 1
4263, nether, byg:subzero_hypogeal, MONSTER, doom:turret, 15, 1, 4
4264, nether, byg:subzero_hypogeal, MONSTER, quark:stoneling, 80, 1, 1
4265, nether, byg:subzero_hypogeal, MONSTER, quark:toretoise, 80, 2, 4
4266, nether, byg:subzero_hypogeal, CREATURE, minecraft:strider, 60, 1, 2
4267, nether, byg:sythian_torrids, MONSTER, minecraft:ghast, 50, 4, 4
4268, nether, byg:sythian_torrids, MONSTER, minecraft:zombified_piglin, 80, 4, 4
4269, nether, byg:sythian_torrids, MONSTER, minecraft:magma_cube, 3, 4, 4
4270, nether, byg:sythian_torrids, MONSTER, minecraft:enderman, 5, 4, 4
4271, nether, byg:sythian_torrids, MONSTER, minecraft:piglin, 15, 4, 4
4272, nether, byg:sythian_torrids, MONSTER, doom:imp, 15, 1, 4
4273, nether, byg:sythian_torrids, MONSTER, doom:stone_imp, 15, 1, 2
4274, nether, byg:sythian_torrids, MONSTER, doom:pinky, 7, 2, 3
4275, nether, byg:sythian_torrids, MONSTER, doom:spectre, 15, 2, 4
4276, nether, byg:sythian_torrids, MONSTER, minecraft:pig, 25, 1, 3
4277, nether, byg:sythian_torrids, MONSTER, minecraft:pig, 25, 1, 3
4278, nether, byg:sythian_torrids, MONSTER, doom:cacodemon, 4, 1, 2
4279, nether, byg:sythian_torrids, MONSTER, doom:archvile, 4, 1, 2
4280, nether, byg:sythian_torrids, MONSTER, doom:baron, 4, 1, 1
4281, nether, byg:sythian_torrids, MONSTER, doom:mancubus, 3, 1, 1
4282, nether, byg:sythian_torrids, MONSTER, doom:revenant, 4, 1, 3
4283, nether, byg:sythian_torrids, MONSTER, doom:revenant2016, 4, 1, 3
4284, nether, byg:sythian_torrids, MONSTER, doom:spidermastermind, 3, 1, 1
4285, nether, byg:sythian_torrids, MONSTER, doom:zombieman, 12, 1, 4
4286, nether, byg:sythian_torrids, MONSTER, doom:arachnotron, 15, 1, 4
4287, nether, byg:sythian_torrids, MONSTER, doom:arachnotroneternal, 15, 1, 4
4288, nether, byg:sythian_torrids, MONSTER, doom:gargoyle, 12, 1, 3
4289, nether, byg:sythian_torrids, MONSTER, doom:chaingunner, 15, 1, 4
4290, nether, byg:sythian_torrids, MONSTER, doom:shotgunguy, 15, 1, 4
4291, nether, byg:sythian_torrids, MONSTER, doom:marauder, 3, 1, 1
4292, nether, byg:sythian_torrids, MONSTER, doom:painelemental, 4, 1, 2
4293, nether, byg:sythian_torrids, MONSTER, doom:hellknight, 4, 1, 2
4294, nether, byg:sythian_torrids, MONSTER, doom:hellknight2016, 4, 1, 2
4295, nether, byg:sythian_torrids, MONSTER, doom:dreadknight, 4, 1, 2
4296, nether, byg:sythian_torrids, MONSTER, doom:cyberdemon, 3, 1, 1
4297, nether, byg:sythian_torrids, MONSTER, doom:unwilling, 15, 1, 4
4298, nether, byg:sythian_torrids, MONSTER, doom:possessed_scientist, 15, 1, 4
4299, nether, byg:sythian_torrids, MONSTER, doom:possessed_soldier, 15, 1, 4
4300, nether, byg:sythian_torrids, MONSTER, doom:mechazombie, 13, 1, 3
4301, nether, byg:sythian_torrids, MONSTER, doom:cueball, 15, 1, 2
4302, nether, byg:sythian_torrids, MONSTER, doom:prowler, 15, 1, 2
4303, nether, byg:sythian_torrids, MONSTER, doom:gore_nest, 4, 1, 1
4304, nether, byg:sythian_torrids, MONSTER, doom:possessed_worker, 15, 1, 4
4305, nether, byg:sythian_torrids, MONSTER, doom:doom_hunter, 4, 1, 1
4306, nether, byg:sythian_torrids, MONSTER, doom:tentacle, 4, 1, 1
4307, nether, byg:sythian_torrids, MONSTER, doom:summoner, 4, 1, 2
4308, nether, byg:sythian_torrids, MONSTER, doom:whiplash, 4, 1, 1
4309, nether, byg:sythian_torrids, MONSTER, doom:baron2016, 4, 1, 1
4310, nether, byg:sythian_torrids, MONSTER, doom:firebronebaron, 4, 1, 1
4311, nether, byg:sythian_torrids, MONSTER, doom:armoredbaron, 3, 1, 1
4312, nether, byg:sythian_torrids, MONSTER, doom:spidermastermind2016, 3, 1, 1
4313, nether, byg:sythian_torrids, MONSTER, doom:turret, 15, 1, 4
4314, nether, byg:sythian_torrids, MONSTER, doom:imp, 15, 1, 4
4315, nether, byg:sythian_torrids, MONSTER, doom:stone_imp, 15, 1, 2
4316, nether, byg:sythian_torrids, MONSTER, doom:pinky, 7, 2, 3
4317, nether, byg:sythian_torrids, MONSTER, doom:spectre, 15, 2, 4
4318, nether, byg:sythian_torrids, MONSTER, minecraft:pig, 25, 1, 3
4319, nether, byg:sythian_torrids, MONSTER, minecraft:pig, 25, 1, 3
4320, nether, byg:sythian_torrids, MONSTER, doom:cacodemon, 4, 1, 2
4321, nether, byg:sythian_torrids, MONSTER, doom:archvile, 4, 1, 2
4322, nether, byg:sythian_torrids, MONSTER, doom:baron, 4, 1, 1
4323, nether, byg:sythian_torrids, MONSTER, doom:mancubus, 3, 1, 1
4324, nether, byg:sythian_torrids, MONSTER, doom:revenant, 4, 1, 3
4325, nether, byg:sythian_torrids, MONSTER, doom:revenant2016, 4, 1, 3
4326, nether, byg:sythian_torrids, MONSTER, doom:spidermastermind, 3, 1, 1
4327, nether, byg:sythian_torrids, MONSTER, doom:zombieman, 12, 1, 4
4328, nether, byg:sythian_torrids, MONSTER, doom:arachnotron, 15, 1, 4
4329, nether, byg:sythian_torrids, MONSTER, doom:arachnotroneternal, 15, 1, 4
4330, nether, byg:sythian_torrids, MONSTER, doom:gargoyle, 12, 1, 3
4331, nether, byg:sythian_torrids, MONSTER, doom:chaingunner, 15, 1, 4
4332, nether, byg:sythian_torrids, MONSTER, doom:shotgunguy, 15, 1, 4
4333, nether, byg:sythian_torrids, MONSTER, doom:marauder, 3, 1, 1
4334, nether, byg:sythian_torrids, MONSTER, doom:painelemental, 4, 1, 2
4335, nether, byg:sythian_torrids, MONSTER, doom:hellknight, 4, 1, 2
4336, nether, byg:sythian_torrids, MONSTER, doom:hellknight2016, 4, 1, 2
4337, nether, byg:sythian_torrids, MONSTER, doom:dreadknight, 4, 1, 2
4338, nether, byg:sythian_torrids, MONSTER, doom:cyberdemon, 3, 1, 1
4339, nether, byg:sythian_torrids, MONSTER, doom:unwilling, 15, 1, 4
4340, nether, byg:sythian_torrids, MONSTER, doom:possessed_scientist, 15, 1, 4
4341, nether, byg:sythian_torrids, MONSTER, doom:possessed_soldier, 15, 1, 4
4342, nether, byg:sythian_torrids, MONSTER, doom:mechazombie, 13, 1, 3
4343, nether, byg:sythian_torrids, MONSTER, doom:cueball, 15, 1, 2
4344, nether, byg:sythian_torrids, MONSTER, doom:prowler, 15, 1, 2
4345, nether, byg:sythian_torrids, MONSTER, doom:gore_nest, 4, 1, 1
4346, nether, byg:sythian_torrids, MONSTER, doom:possessed_worker, 15, 1, 4
4347, nether, byg:sythian_torrids, MONSTER, doom:doom_hunter, 4, 1, 1
4348, nether, byg:sythian_torrids, MONSTER, doom:tentacle, 4, 1, 1
4349, nether, byg:sythian_torrids, MONSTER, doom:summoner, 4, 1, 2
4350, nether, byg:sythian_torrids, MONSTER, doom:whiplash, 4, 1, 1
4351, nether, byg:sythian_torrids, MONSTER, doom:baron2016, 4, 1, 1
4352, nether, byg:sythian_torrids, MONSTER, doom:firebronebaron, 4, 1, 1
4353, nether, byg:sythian_torrids, MONSTER, doom:armoredbaron, 3, 1, 1
4354, nether, byg:sythian_torrids, MONSTER, doom:spidermastermind2016, 3, 1, 1
4355, nether, byg:sythian_torrids, MONSTER, doom:turret, 15, 1, 4
4356, nether, byg:sythian_torrids, MONSTER, quark:stoneling, 80, 1, 1
4357, nether, byg:sythian_torrids, MONSTER, quark:toretoise, 80, 2, 4
4358, nether, byg:sythian_torrids, CREATURE, minecraft:strider, 60, 1, 2
4359, nether, byg:warped_desert, MONSTER, minecraft:ghast, 50, 4, 4
4360, nether, byg:warped_desert, MONSTER, minecraft:zombified_piglin, 80, 4, 4
4361, nether, byg:warped_desert, MONSTER, minecraft:magma_cube, 3, 4, 4
4362, nether, byg:warped_desert, MONSTER, minecraft:enderman, 5, 4, 4
4363, nether, byg:warped_desert, MONSTER, minecraft:piglin, 15, 4, 4
4364, nether, byg:warped_desert, MONSTER, doom:imp, 15, 1, 4
4365, nether, byg:warped_desert, MONSTER, doom:stone_imp, 15, 1, 2
4366, nether, byg:warped_desert, MONSTER, doom:pinky, 7, 2, 3
4367, nether, byg:warped_desert, MONSTER, doom:spectre, 15, 2, 4
4368, nether, byg:warped_desert, MONSTER, minecraft:pig, 25, 1, 3
4369, nether, byg:warped_desert, MONSTER, minecraft:pig, 25, 1, 3
4370, nether, byg:warped_desert, MONSTER, doom:cacodemon, 4, 1, 2
4371, nether, byg:warped_desert, MONSTER, doom:archvile, 4, 1, 2
4372, nether, byg:warped_desert, MONSTER, doom:baron, 4, 1, 1
4373, nether, byg:warped_desert, MONSTER, doom:mancubus, 3, 1, 1
4374, nether, byg:warped_desert, MONSTER, doom:revenant, 4, 1, 3
4375, nether, byg:warped_desert, MONSTER, doom:revenant2016, 4, 1, 3
4376, nether, byg:warped_desert, MONSTER, doom:spidermastermind, 3, 1, 1
4377, nether, byg:warped_desert, MONSTER, doom:zombieman, 12, 1, 4
4378, nether, byg:warped_desert, MONSTER, doom:arachnotron, 15, 1, 4
4379, nether, byg:warped_desert, MONSTER, doom:arachnotroneternal, 15, 1, 4
4380, nether, byg:warped_desert, MONSTER, doom:gargoyle, 12, 1, 3
4381, nether, byg:warped_desert, MONSTER, doom:chaingunner, 15, 1, 4
