5482, none, beyond_earth:infernal_venus_barrens, CREATURE, ars_nouveau:drygmy,0,1,1
2458, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade,10,2,6
2459, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:spectre,10,1,2
2452, the_end, minecraft:small_end_islands, MONSTER, doom:maykr_drone,40,1,2
2455, the_end, minecraft:small_end_islands, MONSTER, doom:maykr_drone,40,1,2
1466, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly,3,2,3
1479, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:atlantic_halibut,3,1,1
1473, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pacific_halibut,3,1,1
1469, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:tuna,3,1,1
1463, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy,3,1,1
1449, beach, minecraft:snowy_beach, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1451, beach, minecraft:snowy_beach, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1448, beach, minecraft:snowy_beach, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1452, beach, minecraft:snowy_beach, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1450, beach, minecraft:snowy_beach, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1467, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach,4,5,5
1474, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:atlantic_cod,5,1,1
1446, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman,5,1,4
1447, beach, minecraft:snowy_beach, MONSTER, minecraft:witch,5,1,1
1442, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager,5,1,1
1464, beach, minecraft:snowy_beach, CREATURE, quark:crab,5,1,3
1470, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pink_salmon,6,1,2
1476, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:rainbow_trout,6,1,2
1472, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:red_grouper,6,1,2
1480, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster,7,3,5
1453, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head,8,1,1
1478, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pollock,8,1,2
1459, beach, minecraft:snowy_beach, CREATURE, waddles:adelie_penguin,8,1,4
1471, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
1465, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat,10,8,8
1468, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1475, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:blackfish,13,1,4
1462, beach, minecraft:snowy_beach, CREATURE, alexsmobs:tusklin,18,3,5
1477, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:atlantic_herring,20,1,6
1461, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull,21,3,6
1460, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal,30,3,8
1454, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_guardian,30,1,1
1456, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1455, beach, minecraft:snowy_beach, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1444, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper,80,4,4
1443, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton,80,4,4
1445, beach, minecraft:snowy_beach, MONSTER, minecraft:slime,80,4,4
1440, beach, minecraft:snowy_beach, MONSTER, minecraft:spider,80,4,4
1441, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie,80,4,4
1458, beach, minecraft:snowy_beach, MONSTER, quark:stoneling,80,1,1
1457, beach, minecraft:snowy_beach, MONSTER, quark:toretoise,80,2,4
131, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:fly,3,2,3
136, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
129, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:drygmy,3,1,1
112, icy, minecraft:snowy_plains, MONSTER, instrumentalmobs:drum_zombie,3,4,4
114, icy, minecraft:snowy_plains, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
111, icy, minecraft:snowy_plains, MONSTER, instrumentalmobs:maraca_spider,3,4,4
115, icy, minecraft:snowy_plains, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
113, icy, minecraft:snowy_plains, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
125, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear,3,1,2
116, icy, minecraft:snowy_plains, MONSTER, restored_earth:viler_witch,3,1,1
132, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:cockroach,4,5,5
108, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman,5,1,4
109, icy, minecraft:snowy_plains, MONSTER, minecraft:witch,5,1,1
104, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager,5,1,1
117, icy, minecraft:snowy_plains, MONSTER, restored_earth:bouldering_zombie,6,1,1
118, icy, minecraft:snowy_plains, MONSTER, alexsmobs:centipede_head,8,1,1
126, icy, minecraft:snowy_plains, CREATURE, waddles:adelie_penguin,8,1,4
127, icy, minecraft:snowy_plains, CREATURE, alexsmobs:moose,9,3,4
135, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
134, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:carp,10,1,3
130, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat,10,8,8
133, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
124, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit,10,2,3
128, icy, minecraft:snowy_plains, CREATURE, alexsmobs:tusklin,18,3,5
138, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:minnow,18,1,5
137, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:bluegill,20,1,6
139, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:perch,20,1,6
105, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton,20,4,4
119, icy, minecraft:snowy_plains, MONSTER, ars_nouveau:wilden_guardian,30,1,1
121, icy, minecraft:snowy_plains, MONSTER, ars_nouveau:wilden_hunter,30,1,1
120, icy, minecraft:snowy_plains, MONSTER, ars_nouveau:wilden_stalker,30,3,3
106, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper,80,4,4
107, icy, minecraft:snowy_plains, MONSTER, minecraft:slime,80,4,4
102, icy, minecraft:snowy_plains, MONSTER, minecraft:spider,80,4,4
110, icy, minecraft:snowy_plains, MONSTER, minecraft:stray,80,4,4
103, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie,80,4,4
123, icy, minecraft:snowy_plains, MONSTER, quark:stoneling,80,1,1
122, icy, minecraft:snowy_plains, MONSTER, quark:toretoise,80,2,4
1251, mountain, minecraft:snowy_slopes, CREATURE, alexsmobs:sunbird,3,1,1
1255, mountain, minecraft:snowy_slopes, CREATURE, ars_nouveau:drygmy,3,1,1
1240, mountain, minecraft:snowy_slopes, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1242, mountain, minecraft:snowy_slopes, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1239, mountain, minecraft:snowy_slopes, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1243, mountain, minecraft:snowy_slopes, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1241, mountain, minecraft:snowy_slopes, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1253, mountain, minecraft:snowy_slopes, CREATURE, ars_nouveau:starbuncle,4,1,1
1249, mountain, minecraft:snowy_slopes, CREATURE, minecraft:rabbit,4,2,3
1254, mountain, minecraft:snowy_slopes, CREATURE, ars_nouveau:whirlisprig,5,1,1
1237, mountain, minecraft:snowy_slopes, MONSTER, minecraft:enderman,5,1,4
1250, mountain, minecraft:snowy_slopes, CREATURE, minecraft:goat,5,1,3
1238, mountain, minecraft:snowy_slopes, MONSTER, minecraft:witch,5,1,1
1233, mountain, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager,5,1,1
1256, mountain, minecraft:snowy_slopes, AMBIENT, minecraft:bat,10,8,8
1257, mountain, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1252, mountain, minecraft:snowy_slopes, CREATURE, alexsmobs:snow_leopard,20,1,2
1244, mountain, minecraft:snowy_slopes, MONSTER, ars_nouveau:wilden_guardian,30,1,1
1246, mountain, minecraft:snowy_slopes, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1245, mountain, minecraft:snowy_slopes, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1235, mountain, minecraft:snowy_slopes, MONSTER, minecraft:creeper,80,4,4
1234, mountain, minecraft:snowy_slopes, MONSTER, minecraft:skeleton,80,4,4
1236, mountain, minecraft:snowy_slopes, MONSTER, minecraft:slime,80,4,4
1231, mountain, minecraft:snowy_slopes, MONSTER, minecraft:spider,80,4,4
1232, mountain, minecraft:snowy_slopes, MONSTER, minecraft:zombie,80,4,4
1248, mountain, minecraft:snowy_slopes, MONSTER, quark:stoneling,80,1,1
1247, mountain, minecraft:snowy_slopes, MONSTER, quark:toretoise,80,2,4
662, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly,3,2,3
667, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
660, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:drygmy,3,1,1
636, taiga, minecraft:snowy_taiga, MONSTER, instrumentalmobs:drum_zombie,3,4,4
638, taiga, minecraft:snowy_taiga, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
635, taiga, minecraft:snowy_taiga, MONSTER, instrumentalmobs:maraca_spider,3,4,4
639, taiga, minecraft:snowy_taiga, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
637, taiga, minecraft:snowy_taiga, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
640, taiga, minecraft:snowy_taiga, MONSTER, restored_earth:viler_witch,3,1,1
663, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach,4,5,5
654, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit,4,2,3
633, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman,5,1,4
634, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch,5,1,1
629, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager,5,1,1
641, taiga, minecraft:snowy_taiga, MONSTER, restored_earth:bouldering_zombie,6,1,1
643, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head,8,1,1
656, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear,8,2,3
652, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow,8,4,4
655, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox,8,2,4
653, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf,8,4,4
657, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose,9,3,4
659, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow,10,3,5
658, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon,10,2,4
666, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
665, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:carp,10,1,3
661, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat,10,8,8
651, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken,10,4,4
664, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
650, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig,10,4,4
649, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep,12,4,4
669, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:minnow,18,1,5
668, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:bluegill,20,1,6
670, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:perch,20,1,6
642, taiga, minecraft:snowy_taiga, MONSTER, restored_earth:skeleton_wolf,25,3,4
644, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_guardian,30,1,1
646, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_hunter,30,1,1
645, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_stalker,30,3,3
631, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper,80,4,4
630, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton,80,4,4
632, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime,80,4,4
627, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider,80,4,4
628, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie,80,4,4
648, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling,80,1,1
647, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise,80,2,4
2257, nether, minecraft:soul_sand_valley, MONSTER, doom:armoredbaron,3,1,1
2305, nether, minecraft:soul_sand_valley, MONSTER, doom:armoredbaron,3,1,1
2239, nether, minecraft:soul_sand_valley, MONSTER, doom:cyberdemon,3,1,1
2287, nether, minecraft:soul_sand_valley, MONSTER, doom:cyberdemon,3,1,1
2247, nether, minecraft:soul_sand_valley, MONSTER, doom:cyberdemon2016,3,1,1
2295, nether, minecraft:soul_sand_valley, MONSTER, doom:cyberdemon2016,3,1,1
2261, nether, minecraft:soul_sand_valley, MONSTER, doom:gladiator,3,1,1
2309, nether, minecraft:soul_sand_valley, MONSTER, doom:gladiator,3,1,1
2222, nether, minecraft:soul_sand_valley, MONSTER, doom:mancubus,3,1,1
2270, nether, minecraft:soul_sand_valley, MONSTER, doom:mancubus,3,1,1
2234, nether, minecraft:soul_sand_valley, MONSTER, doom:marauder,3,1,1
2282, nether, minecraft:soul_sand_valley, MONSTER, doom:marauder,3,1,1
2260, nether, minecraft:soul_sand_valley, MONSTER, doom:motherdemon,3,1,1
2308, nether, minecraft:soul_sand_valley, MONSTER, doom:motherdemon,3,1,1
2225, nether, minecraft:soul_sand_valley, MONSTER, doom:spidermastermind,3,1,1
2273, nether, minecraft:soul_sand_valley, MONSTER, doom:spidermastermind,3,1,1
2258, nether, minecraft:soul_sand_valley, MONSTER, doom:spidermastermind2016,3,1,1
2306, nether, minecraft:soul_sand_valley, MONSTER, doom:spidermastermind2016,3,1,1
2211, nether, minecraft:soul_sand_valley, MONSTER, instrumentalmobs:microphone_ghast,3,4,4
2212, nether, minecraft:soul_sand_valley, MONSTER, instrumentalmobs:tuba_enderman,3,4,4
2210, nether, minecraft:soul_sand_valley, MONSTER, instrumentalmobs:xylophone_skeleton,3,5,5
2311, nether, minecraft:soul_sand_valley, MONSTER, quark:foxhound,3,1,1
2220, nether, minecraft:soul_sand_valley, MONSTER, doom:archvile,4,1,2
2268, nether, minecraft:soul_sand_valley, MONSTER, doom:archvile,4,1,2
2251, nether, minecraft:soul_sand_valley, MONSTER, doom:archvileeternal,4,1,2
2299, nether, minecraft:soul_sand_valley, MONSTER, doom:archvileeternal,4,1,2
2221, nether, minecraft:soul_sand_valley, MONSTER, doom:baron,4,1,1
2269, nether, minecraft:soul_sand_valley, MONSTER, doom:baron,4,1,1
2255, nether, minecraft:soul_sand_valley, MONSTER, doom:baron2016,4,1,1
2303, nether, minecraft:soul_sand_valley, MONSTER, doom:baron2016,4,1,1
2219, nether, minecraft:soul_sand_valley, MONSTER, doom:cacodemon,4,1,2
2267, nether, minecraft:soul_sand_valley, MONSTER, doom:cacodemon,4,1,2
2249, nether, minecraft:soul_sand_valley, MONSTER, doom:doom_hunter,4,1,1
2297, nether, minecraft:soul_sand_valley, MONSTER, doom:doom_hunter,4,1,1
2238, nether, minecraft:soul_sand_valley, MONSTER, doom:dreadknight,4,1,2
2286, nether, minecraft:soul_sand_valley, MONSTER, doom:dreadknight,4,1,2
2256, nether, minecraft:soul_sand_valley, MONSTER, doom:firebronebaron,4,1,1
2304, nether, minecraft:soul_sand_valley, MONSTER, doom:firebronebaron,4,1,1
2246, nether, minecraft:soul_sand_valley, MONSTER, doom:gore_nest,4,1,1
2294, nether, minecraft:soul_sand_valley, MONSTER, doom:gore_nest,4,1,1
2236, nether, minecraft:soul_sand_valley, MONSTER, doom:hellknight,4,1,2
2284, nether, minecraft:soul_sand_valley, MONSTER, doom:hellknight,4,1,2
2237, nether, minecraft:soul_sand_valley, MONSTER, doom:hellknight2016,4,1,2
2285, nether, minecraft:soul_sand_valley, MONSTER, doom:hellknight2016,4,1,2
2235, nether, minecraft:soul_sand_valley, MONSTER, doom:painelemental,4,1,2
2283, nether, minecraft:soul_sand_valley, MONSTER, doom:painelemental,4,1,2
2223, nether, minecraft:soul_sand_valley, MONSTER, doom:revenant,4,1,3
2271, nether, minecraft:soul_sand_valley, MONSTER, doom:revenant,4,1,3
2224, nether, minecraft:soul_sand_valley, MONSTER, doom:revenant2016,4,1,3
2272, nether, minecraft:soul_sand_valley, MONSTER, doom:revenant2016,4,1,3
2253, nether, minecraft:soul_sand_valley, MONSTER, doom:summoner,4,1,2
2301, nether, minecraft:soul_sand_valley, MONSTER, doom:summoner,4,1,2
2252, nether, minecraft:soul_sand_valley, MONSTER, doom:tentacle,4,1,1
2300, nether, minecraft:soul_sand_valley, MONSTER, doom:tentacle,4,1,1
2259, nether, minecraft:soul_sand_valley, MONSTER, doom:tyrant,4,1,1
2307, nether, minecraft:soul_sand_valley, MONSTER, doom:tyrant,4,1,1
2254, nether, minecraft:soul_sand_valley, MONSTER, doom:whiplash,4,1,1
2302, nether, minecraft:soul_sand_valley, MONSTER, doom:whiplash,4,1,1
2209, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman,5,4,4
2216, nether, minecraft:soul_sand_valley, MONSTER, doom:pinky,7,2,3
2264, nether, minecraft:soul_sand_valley, MONSTER, doom:pinky,7,2,3
2250, nether, minecraft:soul_sand_valley, MONSTER, doom:pinky2016,7,2,3
2298, nether, minecraft:soul_sand_valley, MONSTER, doom:pinky2016,7,2,3
2213, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:bone_serpent,8,1,1
2310, nether, minecraft:soul_sand_valley, MONSTER, quark:wraith,8,1,3
2231, nether, minecraft:soul_sand_valley, MONSTER, doom:nightmare_imp,11,1,3
2279, nether, minecraft:soul_sand_valley, MONSTER, doom:nightmare_imp,11,1,3
2230, nether, minecraft:soul_sand_valley, MONSTER, doom:gargoyle,12,1,3
2278, nether, minecraft:soul_sand_valley, MONSTER, doom:gargoyle,12,1,3
2226, nether, minecraft:soul_sand_valley, MONSTER, doom:zombieman,12,1,4
2274, nether, minecraft:soul_sand_valley, MONSTER, doom:zombieman,12,1,4
2243, nether, minecraft:soul_sand_valley, MONSTER, doom:mechazombie,13,1,3
2291, nether, minecraft:soul_sand_valley, MONSTER, doom:mechazombie,13,1,3
2313, nether, minecraft:soul_sand_valley, CREATURE, alexsmobs:laviathan,15,1,1
2227, nether, minecraft:soul_sand_valley, MONSTER, doom:arachnotron,15,1,4
2275, nether, minecraft:soul_sand_valley, MONSTER, doom:arachnotron,15,1,4
2228, nether, minecraft:soul_sand_valley, MONSTER, doom:arachnotroneternal,15,1,4
2276, nether, minecraft:soul_sand_valley, MONSTER, doom:arachnotroneternal,15,1,4
2232, nether, minecraft:soul_sand_valley, MONSTER, doom:chaingunner,15,1,4
2280, nether, minecraft:soul_sand_valley, MONSTER, doom:chaingunner,15,1,4
2244, nether, minecraft:soul_sand_valley, MONSTER, doom:cueball,15,1,2
2292, nether, minecraft:soul_sand_valley, MONSTER, doom:cueball,15,1,2
2214, nether, minecraft:soul_sand_valley, MONSTER, doom:imp,15,1,4
2262, nether, minecraft:soul_sand_valley, MONSTER, doom:imp,15,1,4
2229, nether, minecraft:soul_sand_valley, MONSTER, doom:imp2016,15,1,1
2277, nether, minecraft:soul_sand_valley, MONSTER, doom:imp2016,15,1,1
2241, nether, minecraft:soul_sand_valley, MONSTER, doom:possessed_scientist,15,1,4
2289, nether, minecraft:soul_sand_valley, MONSTER, doom:possessed_scientist,15,1,4
2242, nether, minecraft:soul_sand_valley, MONSTER, doom:possessed_soldier,15,1,4
2290, nether, minecraft:soul_sand_valley, MONSTER, doom:possessed_soldier,15,1,4
2248, nether, minecraft:soul_sand_valley, MONSTER, doom:possessed_worker,15,1,4
2296, nether, minecraft:soul_sand_valley, MONSTER, doom:possessed_worker,15,1,4
2245, nether, minecraft:soul_sand_valley, MONSTER, doom:prowler,15,1,2
2293, nether, minecraft:soul_sand_valley, MONSTER, doom:prowler,15,1,2
2233, nether, minecraft:soul_sand_valley, MONSTER, doom:shotgunguy,15,1,4
2281, nether, minecraft:soul_sand_valley, MONSTER, doom:shotgunguy,15,1,4
2217, nether, minecraft:soul_sand_valley, MONSTER, doom:spectre,15,2,4
2265, nether, minecraft:soul_sand_valley, MONSTER, doom:spectre,15,2,4
2215, nether, minecraft:soul_sand_valley, MONSTER, doom:stone_imp,15,1,2
2263, nether, minecraft:soul_sand_valley, MONSTER, doom:stone_imp,15,1,2
2240, nether, minecraft:soul_sand_valley, MONSTER, doom:unwilling,15,1,4
2288, nether, minecraft:soul_sand_valley, MONSTER, doom:unwilling,15,1,4
2207, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton,20,5,5
2218, nether, minecraft:soul_sand_valley, MONSTER, minecraft:pig,25,1,3
2266, nether, minecraft:soul_sand_valley, MONSTER, minecraft:pig,25,1,3
2208, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast,50,4,4
2312, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider,60,1,2
1027, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:fly,3,2,3
1031, jungle, minecraft:sparse_jungle, WATER_AMBIENT, aquaculture:arapaima,3,1,1
1025, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:drygmy,3,1,1
998, jungle, minecraft:sparse_jungle, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1000, jungle, minecraft:sparse_jungle, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
997, jungle, minecraft:sparse_jungle, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1001, jungle, minecraft:sparse_jungle, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
999, jungle, minecraft:sparse_jungle, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1002, jungle, minecraft:sparse_jungle, MONSTER, restored_earth:viler_witch,3,1,1
1028, jungle, minecraft:sparse_jungle, AMBIENT, alexsmobs:cockroach,4,5,5
1017, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:komodo_dragon,4,1,2
1023, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:starbuncle,4,1,1
1024, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:whirlisprig,5,1,1
995, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman,5,1,4
996, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch,5,1,1
991, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager,5,1,1
1030, jungle, minecraft:sparse_jungle, WATER_AMBIENT, aquaculture:tambaqui,6,1,2
1003, jungle, minecraft:sparse_jungle, MONSTER, restored_earth:bouldering_zombie,6,1,1
1022, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:anteater,7,1,3
1004, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:centipede_head,8,1,1
1014, jungle, minecraft:sparse_jungle, CREATURE, aquaculture:arrau_turtle,8,1,2
1012, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow,8,4,4
1020, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:crow,10,3,5
1019, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:raccoon,10,2,4
1026, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat,10,8,8
1011, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken,10,4,4
1013, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken,10,4,4
1029, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1010, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig,10,4,4
1009, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep,12,4,4
1015, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:hummingbird,19,7,7
1032, jungle, minecraft:sparse_jungle, WATER_AMBIENT, aquaculture:piranha,20,1,6
1021, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:toucan,23,5,5
1006, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1005, jungle, minecraft:sparse_jungle, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1016, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:gorilla,50,7,7
1018, jungle, minecraft:sparse_jungle, CREATURE, alexsmobs:capuchin_monkey,55,9,16
993, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper,80,4,4
992, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton,80,4,4
994, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime,80,4,4
989, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider,80,4,4
990, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie,80,4,4
1008, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling,80,1,1
1007, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise,80,2,4
1330, mountain, minecraft:stony_peaks, CREATURE, ars_nouveau:drygmy,3,1,1
1320, mountain, minecraft:stony_peaks, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1322, mountain, minecraft:stony_peaks, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1319, mountain, minecraft:stony_peaks, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1323, mountain, minecraft:stony_peaks, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1321, mountain, minecraft:stony_peaks, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1328, mountain, minecraft:stony_peaks, CREATURE, ars_nouveau:starbuncle,4,1,1
1329, mountain, minecraft:stony_peaks, CREATURE, ars_nouveau:whirlisprig,5,1,1
1317, mountain, minecraft:stony_peaks, MONSTER, minecraft:enderman,5,1,4
1318, mountain, minecraft:stony_peaks, MONSTER, minecraft:witch,5,1,1
1313, mountain, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager,5,1,1
1331, mountain, minecraft:stony_peaks, AMBIENT, minecraft:bat,10,8,8
1332, mountain, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1325, mountain, minecraft:stony_peaks, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1324, mountain, minecraft:stony_peaks, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1315, mountain, minecraft:stony_peaks, MONSTER, minecraft:creeper,80,4,4
1314, mountain, minecraft:stony_peaks, MONSTER, minecraft:skeleton,80,4,4
1316, mountain, minecraft:stony_peaks, MONSTER, minecraft:slime,80,4,4
1311, mountain, minecraft:stony_peaks, MONSTER, minecraft:spider,80,4,4
1312, mountain, minecraft:stony_peaks, MONSTER, minecraft:zombie,80,4,4
1327, mountain, minecraft:stony_peaks, MONSTER, quark:stoneling,80,1,1
